IDCliente,Importecompra,Fechacompra,Categoria,Numerodeclicks,Fechadenacimiento,Codigopostalenvio,Tiemporealizacioncompra,Clienteexistente
2260,"383,748983401652",30/11/15,ALMACENAMIENTO,12,15/05/92,37712,60,NO
2202,"216,991357749455",17/08/21,MONITOR,17,10/05/82,48012,85,NO
2570,"238,981854152862",20/09/22,RATONES Y TECLADOS,7,02/10/05,3160,35,NO
7413,"933,622907824286",28/03/16,MONITOR,18,24/06/81,44652,90,NO
2303,"25,4055783329602",28/11/19,MONITOR,6,04/12/05,18002,30,NO
4836,"612,495523298809",20/09/16,MEMORIA,11,06/02/05,22715,55,NO
9479,"476,252514141189",15/01/15,MONITOR,18,14/05/00,39760,90,NO
1365,"649,743501087366",18/10/17,MEMORIA,20,22/05/90,33718,100,NO
2134,"64,7037937176261",23/10/17,MONITOR,16,26/01/03,43364,80,NO
8060,"128,524645421059",07/08/20,CPU,16,19/11/99,24441,80,NO
2124,"813,284243448584",09/09/18,MONITOR,14,01/11/73,17760,70,NO
4310,"629,04555185547",28/11/17,ALMACENAMIENTO,18,26/10/90,48015,90,NO
8521,"375,096788007847",01/11/20,MEMORIA,16,04/05/98,9119,80,NO
3812,"519,836090382935",27/05/17,MONITOR,17,27/10/80,50683,85,NO
8762,"93,8725992098387",03/07/20,CPU,17,24/06/82,46715,85,NO
1720,"136,225353832892",11/07/20,ALMACENAMIENTO,8,17/01/83,38869,40,NO
4026,"994,926051113772",23/10/19,RATONES Y TECLADOS,20,16/10/85,37891,100,NO
1602,"544,883144092208",21/05/20,CPU,13,14/09/90,28034,65,NO
2800,"123,317966929265",14/05/17,MEMORIA,7,14/05/00,14960,35,NO
1098,"111,789143389259",14/09/15,MEMORIA,10,28/09/96,50008,50,NO
4100,"539,119239901578",26/06/19,MONITOR,2,06/11/78,23250,10,NO
5582,"533,89439361091",01/12/19,MONITOR,11,25/05/85,6444,55,NO
8918,"281,044805045293",07/11/17,MEMORIA,14,08/05/79,10509,70,NO
7129,"547,349219217178",24/01/17,MEMORIA,9,03/05/78,40298,45,NO
5719,"208,062291618225",28/06/15,MEMORIA,2,13/12/77,9227,10,NO
5982,"186,928604898035",23/02/18,MONITOR,7,23/12/97,27560,35,NO
8806,"471,517687913083",16/12/16,CPU,16,10/03/93,9311,80,NO
3789,"988,26989308165",04/04/18,CPU,19,29/10/75,27233,95,NO
4113,"223,553402882522",01/04/19,MONITOR,19,14/02/72,19390,95,NO
4076,"773,014247038815",12/05/16,RATONES Y TECLADOS,17,11/07/94,17723,85,NO
8113,"937,872737186465",18/03/15,ALMACENAMIENTO,12,14/10/00,20829,60,NO
7197,"156,413954450653",24/02/20,ALMACENAMIENTO,17,04/04/01,6196,85,NO
4306,"145,755368330527",11/08/22,ALMACENAMIENTO,17,09/04/70,33612,85,NO
2433,"424,595552054892",21/10/18,ALMACENAMIENTO,8,12/02/95,14249,40,NO
8336,"507,292925641854",05/03/15,ALMACENAMIENTO,8,13/07/98,24478,40,NO
3956,"967,416784135295",30/07/16,ALMACENAMIENTO,10,12/08/94,40420,50,NO
7588,"218,886286450878",13/12/17,MONITOR,3,15/04/91,50580,15,NO
9414,"174,443627139251",17/04/20,CPU,10,13/08/86,31809,50,NO
1309,"743,096780376681",29/11/17,RATONES Y TECLADOS,4,14/11/73,49128,20,NO
5369,"453,193318799366",01/02/18,CPU,13,16/11/87,40142,65,NO
5340,"657,285647618761",04/11/17,RATONES Y TECLADOS,6,02/09/92,1213,30,NO
4919,"385,505968735334",28/11/17,CPU,20,04/07/01,28723,100,NO
8519,"198,339580455185",19/12/18,ALMACENAMIENTO,8,21/12/86,19226,40,NO
5277,"600,505837651884",03/07/15,MONITOR,19,18/10/77,25140,95,NO
9234,"568,983901947762",12/09/16,MEMORIA,15,02/04/81,5200,75,NO
4863,"400,056034266963",23/02/21,MEMORIA,19,08/12/05,10628,95,NO
1218,"126,266137338647",16/11/22,ALMACENAMIENTO,8,06/03/01,47315,40,NO
3877,"684,178870129099",20/03/15,CPU,12,25/06/96,47640,60,NO
6858,"848,392677007032",29/11/21,MONITOR,6,23/06/00,27818,30,NO
9315,"308,926548257033",13/11/17,ALMACENAMIENTO,6,03/05/98,37650,30,NO
4479,"399,263053506053",19/06/22,MEMORIA,10,16/04/88,2137,50,NO
5944,"892,925863598624",29/11/20,CPU,5,21/09/98,32790,25,NO
4611,"970,010169059233",24/10/16,ALMACENAMIENTO,13,29/08/97,18185,65,NO
1092,"526,350084718099",29/12/19,MEMORIA,4,06/01/72,25457,20,NO
8889,"451,505023592039",06/01/18,MEMORIA,13,24/06/81,46131,65,NO
7651,"86,1502823753691",28/01/20,MONITOR,17,21/04/96,50228,85,NO
1542,"487,780098306408",15/04/15,ALMACENAMIENTO,16,30/03/75,49523,80,NO
6309,"854,345754678481",30/03/21,CPU,1,21/05/93,5492,5,NO
7019,"734,815232122715",07/09/21,ALMACENAMIENTO,7,12/11/80,46728,35,NO
9969,"399,183699262532",01/08/22,MEMORIA,20,22/12/02,15340,100,NO
2472,"797,545061037813",24/01/15,ALMACENAMIENTO,17,27/09/74,27275,85,NO
1165,"233,288360746839",09/08/18,RATONES Y TECLADOS,17,24/03/70,37496,85,NO
2384,"919,121387148139",01/01/22,CPU,12,13/07/97,17007,60,NO
8325,"907,563624393715",13/08/18,MEMORIA,2,27/07/94,25144,10,NO
7395,"976,642693056269",13/03/18,ALMACENAMIENTO,7,04/02/85,38590,35,NO
9839,"524,65014405428",25/12/20,MEMORIA,17,20/08/72,27204,85,NO
5392,"64,9038443618304",14/03/19,CPU,14,21/03/85,8717,70,NO
9050,"565,134785039986",15/08/16,MONITOR,3,25/12/87,33795,15,NO
4356,"409,033650739672",21/09/20,ALMACENAMIENTO,10,13/11/01,21005,50,NO
9075,"216,685895421561",19/10/19,MONITOR,12,22/01/99,10880,60,NO
2736,"794,490867662564",15/02/22,RATONES Y TECLADOS,8,28/07/85,46164,40,NO
1773,"785,435908733476",17/10/15,MEMORIA,16,10/11/79,13193,80,NO
8749,"807,617583620812",03/08/21,MONITOR,3,27/04/92,26526,15,NO
8545,"325,562277630828",06/09/22,MONITOR,20,09/04/78,38109,100,NO
1261,"736,642030665641",21/11/20,MONITOR,11,20/04/74,27128,55,NO
8845,"347,987625542846",21/03/16,MEMORIA,18,08/04/82,22439,90,NO
5487,"261,807140275947",05/05/15,CPU,4,03/07/76,29692,20,NO
6060,"488,476798314848",03/06/17,RATONES Y TECLADOS,5,07/06/80,22481,25,NO
4517,"687,977334916952",15/01/15,RATONES Y TECLADOS,2,28/11/78,33534,10,NO
1927,"807,281872811003",12/01/17,MEMORIA,6,19/04/71,27169,30,NO
6962,"526,487208225301",30/03/22,MEMORIA,3,22/03/98,46240,15,NO
8023,"472,896405236387",29/07/17,CPU,1,11/01/94,2488,5,NO
5632,"652,910626980256",17/03/18,MEMORIA,6,09/04/79,18280,30,NO
9483,"924,860206219415",04/09/19,ALMACENAMIENTO,20,04/09/03,35139,100,NO
7980,"11,9199945368336",13/02/17,CPU,5,02/02/70,25799,25,NO
1589,"204,69526646549",10/06/18,CPU,13,11/01/88,8319,65,NO
3113,"14,9476176090284",09/02/22,ALMACENAMIENTO,5,16/01/81,44769,25,NO
4486,"55,4170183351789",13/09/22,MONITOR,17,29/07/78,15389,85,NO
3613,"986,789492462225",15/07/15,RATONES Y TECLADOS,15,01/08/83,49600,75,NO
7952,"185,495234369486",02/11/19,MEMORIA,16,21/10/00,50549,80,NO
9243,"419,311285723117",16/01/21,CPU,11,18/03/76,6715,55,NO
1927,"883,74663433366",03/09/16,RATONES Y TECLADOS,10,19/04/71,32576,50,NO
3689,"602,029254965086",20/02/22,CPU,16,18/09/04,9145,80,NO
7498,"894,75285650474",30/12/15,MEMORIA,11,16/10/78,22570,55,NO
7435,"217,783058773821",28/06/21,ALMACENAMIENTO,20,02/10/74,16390,100,NO
2396,"402,567290182331",21/12/15,MEMORIA,1,06/07/99,15886,5,NO
4663,"397,320571131159",26/06/21,MONITOR,6,25/09/03,49782,30,NO
4003,"536,159721524745",08/12/15,ALMACENAMIENTO,20,06/11/78,39150,100,NO
9651,"312,885954510305",28/06/18,ALMACENAMIENTO,4,03/06/78,47318,20,NO
8414,"782,983634071521",07/07/17,RATONES Y TECLADOS,12,30/09/95,37259,60,NO
5118,"717,926924789161",12/11/15,CPU,7,23/02/87,42127,35,NO
6307,"161,174606863024",19/04/21,RATONES Y TECLADOS,8,06/04/03,30859,40,NO
3040,"733,335263627202",26/07/15,CPU,10,17/11/79,13710,50,NO
7441,"211,965801120348",16/01/15,CPU,11,09/10/80,45191,55,NO
4526,"850,860815320316",10/01/22,MONITOR,4,04/05/74,5194,20,NO
3658,"923,440433105823",20/04/16,CPU,9,07/05/00,43719,45,NO
4287,"358,006635482568",29/08/15,CPU,2,04/07/76,24479,10,NO
3189,"70,9261769498211",02/09/22,MONITOR,14,01/01/88,32670,70,NO
1189,"254,074885342335",20/06/20,ALMACENAMIENTO,17,01/08/88,36520,85,NO
7483,"328,739950397367",08/07/15,MONITOR,19,27/01/91,15938,95,NO
7656,"359,201612831652",12/09/15,MEMORIA,8,30/04/74,11004,40,NO
3051,"594,364974354493",15/06/20,MONITOR,8,30/11/03,48350,40,NO
9158,"722,14892169563",10/02/15,RATONES Y TECLADOS,17,03/02/95,22212,85,NO
8377,"979,063192520165",14/03/21,MEMORIA,5,15/10/77,25260,25,NO
6410,"35,5890580083723",14/04/20,MONITOR,18,19/03/01,38612,90,NO
4975,"205,807205228046",06/05/22,CPU,19,23/10/73,49640,95,NO
8321,"931,023191242625",02/06/20,RATONES Y TECLADOS,19,05/08/02,48880,95,NO
9250,"376,414406778605",30/03/15,ALMACENAMIENTO,14,17/08/04,20216,70,NO
8215,"772,365211194141",02/12/19,ALMACENAMIENTO,16,05/08/71,44132,80,NO
5582,"304,495804197604",24/02/17,MONITOR,7,25/05/85,19328,35,NO
7236,"145,863947641027",02/02/17,MONITOR,18,03/03/73,44191,90,NO
8918,"140,663084500029",17/12/17,MONITOR,4,08/05/79,50530,20,NO
4359,"439,022687097911",27/02/18,CPU,19,08/07/74,27163,95,NO
9546,"557,689126254296",15/11/21,ALMACENAMIENTO,17,24/03/05,42193,85,NO
3553,"740,372028869519",07/03/17,CPU,11,01/01/82,6501,55,NO
5606,"898,789432652299",11/03/16,ALMACENAMIENTO,9,22/08/04,24857,45,NO
6304,"969,179358709156",04/07/21,ALMACENAMIENTO,4,11/07/76,33640,20,NO
8400,"392,409015864569",11/07/21,RATONES Y TECLADOS,2,16/09/90,6679,10,NO
1013,"812,630633169805",21/10/18,ALMACENAMIENTO,10,01/10/76,36992,50,NO
6837,"973,746243773068",06/10/18,ALMACENAMIENTO,15,06/01/73,41805,75,NO
3237,"361,924338141843",07/08/22,CPU,20,11/02/85,3729,100,NO
3326,"233,796282025302",01/08/18,CPU,3,12/07/83,40218,15,NO
7681,"456,7097367315",02/08/19,MEMORIA,11,24/11/80,46007,55,NO
9799,"732,20638157109",16/01/18,RATONES Y TECLADOS,9,16/05/74,15003,45,NO
3225,"279,727638426833",16/08/15,RATONES Y TECLADOS,9,03/07/99,5290,45,NO
6746,"172,047275497215",01/12/16,MEMORIA,14,21/04/80,34828,70,NO
8274,"699,63704164898",29/09/18,RATONES Y TECLADOS,5,08/11/71,9649,25,NO
5891,"952,817788483203",01/03/19,MEMORIA,14,20/01/92,37253,70,NO
1621,"316,804100317833",30/08/16,RATONES Y TECLADOS,19,18/04/82,30813,95,NO
4687,"656,436484007509",22/11/22,RATONES Y TECLADOS,9,20/12/78,22585,45,NO
8879,"715,71557046989",01/07/20,CPU,19,26/05/79,36647,95,NO
6092,"142,716634230986",04/02/20,MONITOR,7,01/02/77,33688,35,NO
7827,"365,365281305426",04/10/22,RATONES Y TECLADOS,10,05/10/86,38008,50,NO
2004,"426,702101393427",09/04/15,MEMORIA,14,27/02/00,35333,70,NO
3204,"108,287699938923",27/02/19,RATONES Y TECLADOS,15,06/07/79,36811,75,NO
4722,"950,181706714278",03/04/22,RATONES Y TECLADOS,4,19/02/88,27810,20,NO
5678,"221,390639610176",01/02/19,MONITOR,14,13/10/92,37619,70,NO
2418,"864,952918629665",14/03/18,ALMACENAMIENTO,19,29/09/90,32826,95,NO
6131,"578,195099995156",08/12/16,CPU,5,06/08/00,50692,25,NO
7946,"736,886165716881",01/03/15,CPU,11,06/02/93,4859,55,NO
5783,"572,69308790241",19/12/16,MONITOR,1,02/06/88,2152,5,NO
4829,"30,9067468186823",27/10/22,ALMACENAMIENTO,3,23/06/88,48520,15,NO
2796,"237,968341391526",09/01/21,MEMORIA,17,07/08/99,33570,85,NO
3335,"844,887302183085",28/10/15,MEMORIA,20,19/03/04,2600,100,NO
6397,"587,440501541946",21/09/19,MEMORIA,3,17/04/78,32101,15,NO
9580,"975,426791698648",30/03/19,CPU,15,17/09/83,31290,75,NO
6187,"518,481630019905",18/11/21,CPU,13,27/11/99,30370,65,NO
9413,"887,862618109235",01/07/21,RATONES Y TECLADOS,12,29/07/81,34409,60,NO
1766,"333,868297343849",19/03/16,RATONES Y TECLADOS,18,29/08/03,36391,90,NO
6784,"915,530086842226",06/07/22,ALMACENAMIENTO,4,23/01/80,38291,20,NO
8685,"778,54450365145",09/02/20,MEMORIA,12,10/04/90,46267,60,NO
4912,"613,863862391539",25/04/19,CPU,7,30/06/94,36555,35,NO
8579,"959,087136275374",18/06/18,ALMACENAMIENTO,7,10/12/84,34310,35,NO
8484,"64,5038746018244",19/06/15,ALMACENAMIENTO,11,14/03/93,18568,55,NO
8473,"99,0679584775442",22/12/19,RATONES Y TECLADOS,14,21/07/84,40516,70,NO
8071,"581,82980129831",14/07/17,RATONES Y TECLADOS,20,11/07/88,16532,100,NO
5271,"235,615830581327",04/01/17,RATONES Y TECLADOS,19,21/01/85,22370,95,NO
7966,"498,096960535677",26/12/21,ALMACENAMIENTO,17,23/03/98,34844,85,NO
4769,"88,0145978526549",06/11/21,MEMORIA,5,04/07/76,17137,25,NO
2469,"712,054922606171",01/07/20,MONITOR,7,14/06/99,39696,35,NO
8159,"363,999917097533",24/04/20,MEMORIA,17,21/02/76,9239,85,NO
3427,"708,278492080813",03/04/16,MONITOR,16,15/12/80,44232,80,NO
2023,"341,552550272666",01/08/18,CPU,3,24/03/81,24134,15,NO
2417,"728,65995570101",28/08/16,RATONES Y TECLADOS,10,09/06/72,14546,50,NO
3667,"494,30195177634",22/03/22,CPU,7,06/01/90,23760,35,NO
8377,"22,8469894091511",26/07/22,RATONES Y TECLADOS,20,15/10/77,5198,100,NO
8244,"30,4543550523263",03/07/21,CPU,2,24/11/75,41610,10,NO
7256,"380,602810157428",20/03/18,MEMORIA,1,17/02/93,13428,5,NO
6596,"554,974762554305",24/09/18,ALMACENAMIENTO,19,16/01/70,13499,95,NO
1508,"630,820774808224",14/09/21,RATONES Y TECLADOS,12,13/10/05,50300,60,NO
4109,"877,734671494416",10/11/15,CPU,5,07/03/94,35216,25,NO
6631,"59,0412227073086",06/06/18,CPU,14,19/03/05,33410,70,NO
4632,"224,902089148355",02/08/15,MEMORIA,2,01/02/75,26532,10,NO
9435,"596,960427143319",23/08/20,MONITOR,9,22/06/98,9249,45,NO
2006,"101,613847630067",13/09/17,ALMACENAMIENTO,12,21/04/97,24565,60,NO
4572,"278,304982996654",25/09/19,MEMORIA,8,15/04/74,15318,40,NO
3466,"710,575910756373",19/10/20,MONITOR,7,06/10/81,44409,35,NO
9925,"777,335870815407",02/05/17,MONITOR,1,29/07/78,32612,5,NO
9731,"63,6206269903258",26/12/15,MEMORIA,4,22/11/81,38356,20,NO
9871,"443,496243388859",07/06/19,ALMACENAMIENTO,12,04/01/96,50266,60,NO
7329,"628,819824478553",20/11/19,RATONES Y TECLADOS,18,18/05/93,8271,90,NO
4040,"559,296614347186",20/05/15,MEMORIA,2,29/10/71,2695,10,NO
3414,"689,317018514812",15/12/16,MEMORIA,16,27/07/75,39292,80,NO
4334,"597,340055128288",22/03/21,ALMACENAMIENTO,3,09/05/74,24793,15,NO
3558,"823,382230796089",17/10/15,RATONES Y TECLADOS,6,27/02/94,26133,30,NO
7562,"902,72548779964",18/07/15,RATONES Y TECLADOS,5,22/05/04,3730,25,NO
6200,"818,605419225029",23/09/16,MEMORIA,9,15/01/76,46182,45,NO
2474,"40,0198019099058",21/02/21,ALMACENAMIENTO,16,10/11/83,5141,80,NO
6888,"935,458108529087",08/09/22,CPU,11,26/12/05,48850,55,NO
8609,"573,9276112095",26/01/21,MEMORIA,11,14/08/97,26310,55,NO
9800,"809,133330932822",07/06/18,CPU,4,30/06/99,18140,20,NO
9120,"167,104289568218",05/06/21,MEMORIA,3,18/07/82,8540,15,NO
7074,"386,391705923233",01/03/15,CPU,12,11/05/78,9691,60,NO
3673,"806,297791227446",01/11/19,MONITOR,6,03/11/85,3380,30,NO
9601,"177,755465856468",07/03/21,MEMORIA,14,25/03/82,46014,70,NO
2435,"278,169986311465",25/03/15,MONITOR,15,10/11/92,5515,75,NO
6545,"141,140205260694",04/06/16,CPU,16,19/05/80,6760,80,NO
6186,"466,029321636483",23/01/20,CPU,9,30/06/71,49215,45,NO
1295,"912,237704508721",22/09/22,ALMACENAMIENTO,9,14/05/74,11392,45,NO
2515,"764,871485164224",25/12/18,CPU,17,28/09/01,39420,85,NO
9220,"921,232508009937",21/01/16,MONITOR,6,30/09/83,37759,30,NO
3013,"263,933327521052",11/03/19,MEMORIA,4,21/09/05,18494,20,NO
3328,"750,17748942011",18/07/17,ALMACENAMIENTO,15,17/03/01,13129,75,NO
9892,"398,586659055271",13/06/20,MEMORIA,12,29/04/99,12480,60,NO
5592,"761,031017775417",25/06/16,MONITOR,5,19/01/84,39110,25,NO
4876,"639,967982663",24/07/20,MEMORIA,5,24/11/96,11639,25,NO
1094,"372,973848527222",03/04/20,CPU,2,23/09/79,37766,10,NO
6579,"240,978663477668",19/04/20,MONITOR,15,13/07/88,25539,75,NO
2918,"257,249642593763",02/08/15,MEMORIA,14,21/12/88,35432,70,NO
9018,"840,236976525272",08/02/18,CPU,7,01/03/99,31011,35,NO
2445,"719,301964435941",15/04/20,MONITOR,18,09/05/98,31870,90,NO
7864,"475,088424468659",19/07/20,MEMORIA,20,20/04/88,37748,100,NO
5596,"952,337796183563",13/11/21,MONITOR,7,05/06/01,3787,35,NO
5688,"904,901238014287",19/04/21,RATONES Y TECLADOS,1,25/04/80,41590,5,NO
7531,"965,313237533072",26/03/20,CPU,11,07/04/02,31495,55,NO
7252,"927,701568029269",22/11/21,CPU,15,10/09/81,22283,75,NO
4304,"242,904648611268",17/03/17,MEMORIA,14,20/10/82,33695,70,NO
7215,"382,656247307747",30/10/21,ALMACENAMIENTO,6,25/03/86,28008,30,NO
1347,"380,097189028149",29/01/20,CPU,18,19/11/79,31671,90,NO
4560,"981,507906026348",05/09/22,MONITOR,9,05/03/85,6300,45,NO
7700,"19,8219789557021",12/11/15,ALMACENAMIENTO,13,01/03/00,8187,65,NO
1304,"853,036850859272",14/02/16,ALMACENAMIENTO,16,01/03/97,46511,80,NO
5510,"879,17544744234",08/08/16,MONITOR,18,13/12/86,27150,90,NO
5300,"45,315818169439",22/11/21,ALMACENAMIENTO,12,13/01/82,17850,60,NO
6050,"335,472672669173",18/12/22,MONITOR,13,11/05/94,19314,65,NO
7001,"994,459903905575",10/02/21,RATONES Y TECLADOS,17,23/02/91,29500,85,NO
8396,"577,069073002252",20/10/17,MEMORIA,9,16/05/79,17142,45,NO
4409,"471,592988323812",02/05/17,MEMORIA,4,13/04/86,39009,20,NO
4356,"907,223086038712",13/09/17,MEMORIA,19,13/11/01,7740,95,NO
4929,"607,346748874709",20/04/15,MEMORIA,14,06/07/84,24344,70,NO
6267,"313,28741440437",21/04/22,CPU,14,06/01/94,46843,70,NO
2036,"971,70955587974",06/04/17,ALMACENAMIENTO,13,05/10/76,42180,65,NO
7455,"307,832657981333",14/08/15,CPU,20,27/10/90,6280,100,NO
7069,"635,267881711757",04/01/16,RATONES Y TECLADOS,7,07/10/75,10413,35,NO
7918,"608,900009068076",04/08/22,CPU,9,28/03/02,36654,45,NO
1654,"486,102229459847",07/06/22,MONITOR,7,11/10/85,3570,35,NO
2175,"737,09420940125",10/09/18,CPU,6,15/01/72,34218,30,NO
7703,"692,921349218076",26/06/21,MEMORIA,5,22/10/96,28430,25,NO
6607,"811,070777422254",05/07/19,RATONES Y TECLADOS,14,30/10/80,19328,70,NO
2545,"418,277266395756",08/10/21,ALMACENAMIENTO,1,18/07/72,35543,5,NO
9337,"605,701940268517",17/12/18,MEMORIA,20,18/10/04,28195,100,NO
3431,"765,072123490936",08/11/19,MEMORIA,14,08/05/90,32820,70,NO
4781,"776,509550620695",12/12/21,MONITOR,14,12/09/78,18640,70,NO
7278,"720,819496781942",14/07/20,CPU,4,13/05/84,24395,20,NO
4676,"991,416520102545",07/01/21,ALMACENAMIENTO,3,19/03/74,47155,15,SI
9185,"205,888953745817",28/06/21,CPU,14,29/07/77,28933,70,NO
7396,"623,753151674691",23/10/16,MEMORIA,20,04/01/99,3006,100,NO
7599,"631,320494583342",16/06/19,MONITOR,12,25/02/90,46149,60,NO
5810,"929,997660949401",12/07/15,MONITOR,16,10/11/73,6477,80,NO
3803,"228,143557490524",16/08/15,RATONES Y TECLADOS,8,28/05/73,15185,40,NO
9518,"840,023834059276",23/04/18,MONITOR,9,27/07/83,39724,45,NO
1714,"795,324081057015",16/08/20,CPU,12,01/01/98,33777,60,NO
8259,"58,4002940205266",07/11/21,CPU,7,13/12/04,7730,35,NO
8447,"901,190907543938",28/07/21,RATONES Y TECLADOS,14,06/08/91,50136,70,NO
6389,"400,29820467048",07/11/16,ALMACENAMIENTO,7,16/05/81,2125,35,NO
9544,"492,605668176574",14/10/19,RATONES Y TECLADOS,5,30/05/77,3638,25,NO
4686,"687,600847951596",01/11/15,ALMACENAMIENTO,12,11/07/04,39850,60,NO
8266,"642,792666099623",21/05/16,RATONES Y TECLADOS,14,24/05/77,13116,70,NO
5275,"175,920724743209",22/12/17,MONITOR,17,11/11/80,5296,85,NO
8448,"496,200382589232",12/03/16,RATONES Y TECLADOS,12,17/02/74,22870,60,NO
7578,"370,827388849908",19/12/18,MONITOR,19,14/12/71,25430,95,NO
7861,"491,528483883528",06/02/15,RATONES Y TECLADOS,5,03/09/99,39698,25,NO
9225,"744,05660482199",30/03/16,CPU,13,28/12/72,49697,65,NO
6739,"657,42440090256",10/11/19,CPU,14,07/02/89,10759,70,NO
1055,"834,631632145705",26/11/20,ALMACENAMIENTO,7,10/11/94,45592,35,NO
9034,"906,255316237588",06/12/18,RATONES Y TECLADOS,2,06/02/79,22809,10,NO
9096,"787,554436327535",04/08/18,MONITOR,8,07/07/75,33867,40,NO
2825,"771,317984695772",07/09/22,MONITOR,14,28/10/77,47600,70,NO
1776,"871,844258003472",18/04/19,MEMORIA,12,02/01/88,31417,60,NO
1621,"878,706857293783",01/11/19,RATONES Y TECLADOS,2,18/04/82,50369,10,NO
1663,"224,184256884059",01/02/20,RATONES Y TECLADOS,2,03/05/02,36686,10,NO
4605,"676,328196795505",09/07/19,MONITOR,17,11/08/05,33719,85,NO
5210,"103,890845465537",16/05/16,MEMORIA,12,01/08/73,39639,60,NO
4298,"359,397691146212",13/09/15,RATONES Y TECLADOS,17,27/03/83,44477,85,NO
1440,"533,689950664969",13/05/19,ALMACENAMIENTO,16,09/04/73,20213,80,NO
3763,"207,690573088928",04/07/17,CPU,19,02/01/75,50520,95,NO
8810,"576,877890774424",20/04/16,ALMACENAMIENTO,3,10/09/80,28480,15,NO
9207,"188,495411303769",05/04/20,MEMORIA,6,06/08/79,19390,30,NO
1651,"429,926562034005",19/10/20,RATONES Y TECLADOS,1,02/12/89,50491,5,NO
3876,"316,098628895187",23/01/17,ALMACENAMIENTO,15,10/12/95,13270,75,NO
3268,"238,374964779431",07/10/16,MEMORIA,18,18/10/83,33842,90,NO
8454,"841,293055067704",15/03/19,MONITOR,8,28/06/03,28939,40,NO
9168,"744,817838512026",22/02/21,ALMACENAMIENTO,20,21/01/77,45514,100,NO
9610,"623,470186451531",26/05/18,MEMORIA,2,30/07/99,21400,10,NO
4932,"539,531571218326",20/02/21,MONITOR,4,14/03/05,26006,20,NO
7178,"693,105011644436",03/11/17,MEMORIA,20,10/05/92,15970,100,NO
1947,"855,9482406002",04/04/22,ALMACENAMIENTO,5,20/05/02,41850,25,NO
1570,"232,489929155435",23/01/15,MEMORIA,16,27/05/79,9280,80,NO
8488,"441,384244868823",29/07/19,RATONES Y TECLADOS,7,16/10/04,9557,35,NO
5111,"104,97793749175",26/06/19,CPU,13,21/02/70,22313,65,NO
1801,"908,192404147733",05/11/20,MEMORIA,5,24/02/04,36857,25,NO
5350,"527,445772819232",15/10/22,MONITOR,14,28/08/02,19239,70,NO
8993,"437,688265174723",16/07/16,MONITOR,6,11/04/80,49145,30,NO
1126,"92,2197022744746",12/01/20,CPU,3,28/08/86,22415,15,NO
2534,"444,04841821554",24/01/15,MEMORIA,12,06/09/97,41657,60,NO
3899,"25,4328245696653",07/08/20,MEMORIA,13,11/12/88,33159,65,NO
9247,"497,78021724797",23/06/18,ALMACENAMIENTO,18,28/04/80,31174,90,NO
1857,"746,956061061701",03/08/20,RATONES Y TECLADOS,15,03/06/75,8317,75,NO
3978,"938,7955025999",29/09/20,RATONES Y TECLADOS,12,19/02/76,46980,60,NO
1446,"955,979108273847",02/05/19,MEMORIA,11,28/04/97,50217,55,NO
9562,"879,08508307537",07/04/16,CPU,6,19/01/82,11140,30,NO
6439,"907,312860468557",11/04/16,RATONES Y TECLADOS,19,07/07/91,19342,95,NO
1393,"93,5655799972532",09/11/17,MONITOR,5,22/08/77,32645,25,NO
7346,"862,277232936082",19/04/16,RATONES Y TECLADOS,12,07/09/90,33820,60,NO
4044,"70,8586255249161",01/07/19,MONITOR,17,09/01/04,25214,85,NO
2980,"143,489901600308",20/08/22,CPU,16,06/04/89,18516,80,NO
7526,"192,010198709377",19/06/17,MEMORIA,4,02/04/00,52002,20,NO
7060,"635,340872416391",01/06/16,MEMORIA,14,09/01/96,46022,70,NO
5688,"651,683158164435",02/09/18,ALMACENAMIENTO,5,25/04/80,34348,25,NO
2204,"994,328002950841",03/11/16,RATONES Y TECLADOS,8,18/08/92,8228,40,NO
3150,"231,734652827519",19/02/18,RATONES Y TECLADOS,7,06/10/90,16878,35,NO
9436,"972,884721905328",30/06/21,RATONES Y TECLADOS,12,27/04/74,22466,60,NO
5811,"703,005797336602",22/05/17,RATONES Y TECLADOS,19,11/05/77,44141,95,NO
5504,"136,381016093821",16/09/18,MEMORIA,12,17/09/91,19129,60,NO
1450,"978,319001093028",29/07/17,MONITOR,15,08/01/00,24550,75,NO
9093,"540,97678531317",02/03/15,RATONES Y TECLADOS,18,14/11/90,15291,90,NO
2097,"651,711809990606",04/01/15,RATONES Y TECLADOS,13,03/07/77,9580,65,NO
9441,"515,114269820955",23/10/16,ALMACENAMIENTO,17,01/04/02,3314,85,NO
4440,"675,56409764133",11/07/17,CPU,16,07/09/88,38420,80,NO
9991,"982,930987962574",06/12/18,RATONES Y TECLADOS,6,27/06/04,22437,30,NO
5286,"347,493279261796",08/09/16,MONITOR,15,20/11/87,38614,75,NO
4211,"303,018294649374",13/05/21,MONITOR,8,07/09/82,14013,40,NO
4610,"208,542249341783",07/02/16,MEMORIA,8,21/07/72,15008,40,NO
7378,"287,373146456821",13/01/21,ALMACENAMIENTO,16,27/06/84,29197,80,NO
5621,"781,599290807268",12/01/19,ALMACENAMIENTO,1,18/05/97,37892,5,NO
1056,"771,167566406564",20/03/21,RATONES Y TECLADOS,3,25/10/83,37340,15,NO
